Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

5HGG hit rate =  8/0/0

5HGG,model_3_multimer_20220423_932539,0.7439279,0.294
5HGG,model_4_multimer_20220423_879088,0.56322128,0.289
5HGG,ranked_0,0.42595673,0.301
5HGG,model_5_multimer_20220423_919207,0.42595673,0.301
5HGG,model_2_multimer_20220423_879088,0.34853277,0.338
5HGG,model_5_multimer_20220423_908001,0.27664894,0.298
5HGG,model_4_multimer_20220423_919207,0.26628906,0.224
5HGG,ranked_4,0.26628906,0.224
5HGG,model_4_multimer_20220423_932539,0.2626906,0.294
5HGG,model_5_multimer_20220423_842191,0.25231025,0.266
