Acceptable-or-better (a): count DockQ ≥ 0.23
Medium-or-better (b): count DockQ ≥ 0.49
High (c): count DockQ ≥ 0.80

hit rate = a/b/c 

6B0S hit rate =  10/10/0

6B0S,model_3_multimer_20220423_221403,0.17098811,0.599
6B0S,model_3_multimer_20220423_342393,0.16441423,0.589
6B0S,model_1_multimer_20220423_293181,0.12735432,0.558
6B0S,model_3_multimer_20220423_293181,0.09741469,0.635
6B0S,model_3_multimer_20220423_536048,0.08712162,0.574
6B0S,model_1_multimer_20220423_342393,0.08683064,0.556
6B0S,model_2_multimer_20220423_052571,0.07759955,0.567
6B0S,ranked_0,0.07759955,0.567
6B0S,model_1_multimer_20220423_221403,0.06416906,0.563
6B0S,ranked_4,0.06376009,0.652
